"","Description","pvalue","p.adjust"
"GO:0032204","regulation of telomere maintenance",0.00176149825491267,0.0474969664293404
"GO:0000077","DNA damage checkpoint signaling",0.00613484409399461,0.0474969664293404
"GO:0007093","mitotic cell cycle checkpoint signaling",0.0102378951274004,0.0474969664293404
"GO:0010659","cardiac muscle cell apoptotic process",0.00241204425850296,0.0474969664293404
"GO:0031570","DNA integrity checkpoint signaling",0.00934116187841356,0.0474969664293404
"GO:0010662","regulation of striated muscle cell apoptotic process",0.000596487599611796,0.0474969664293404
"GO:0006606","protein import into nucleus",0.00949061730540364,0.0474969664293404
"GO:0071806","protein transmembrane transport",0.00156329973623234,0.0474969664293404
"GO:0051170","import into nucleus",0.00739897963113803,0.0474969664293404
"GO:0010665","regulation of cardiac muscle cell apoptotic process",0.00181042876199358,0.0474969664293404
"GO:0000723","telomere maintenance",0.00181320274521356,0.0474969664293404
"GO:0007007","inner mitochondrial membrane organization",0.000585893687955193,0.0474969664293404
"GO:0007006","mitochondrial membrane organization",0.00539123635998424,0.0474969664293404
"GO:0006626","protein targeting to mitochondrion",0.00570006803842828,0.0474969664293404
"GO:0045930","negative regulation of mitotic cell cycle",0.00464763028332698,0.0474969664293404
"GO:0090151","establishment of protein localization to mitochondrial membrane",0.0035299105287497,0.0474969664293404
"GO:0072655","establishment of protein localization to mitochondrion",0.0106862623010595,0.0474969664293404
"GO:0032200","telomere organization",0.00919170650243912,0.0474969664293404
"GO:0090068","positive regulation of cell cycle process",0.00919170650243912,0.0474969664293404
"GO:0010664","negative regulation of striated muscle cell apoptotic process",0.00156340951453566,0.0474969664293404
"GO:1901988","negative regulation of cell cycle phase transition",0.010536806540443,0.0474969664293404
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process",0.000314160074116332,0.0474969664293404
"GO:2000001","regulation of DNA damage checkpoint",0.000315185623868616,0.0474969664293404
"GO:0006400","tRNA modification",0.00154016032770741,0.0474969664293404
"GO:0008033","tRNA processing",0.010536806540443,0.0474969664293404
"GO:0006399","tRNA metabolic process",0.00635792665045164,0.0474969664293404
"GO:0050854","regulation of antigen receptor-mediated signaling pathway",0.00165580162981488,0.0474969664293404
"GO:0050856","regulation of T cell receptor signaling pathway",0.00169299980429143,0.0474969664293404
"GO:0042274","ribosomal small subunit biogenesis",0.00420987914583169,0.0474969664293404
"GO:0031343","positive regulation of cell killing",0.00510910569487619,0.0474969664293404
"GO:0001504","neurotransmitter uptake",0.00139652387552966,0.0474969664293404
"GO:0050881","musculoskeletal movement",0.00124629126981181,0.0474969664293404
"GO:0050853","B cell receptor signaling pathway",0.00243311163009041,0.0474969664293404
"GO:0099022","vesicle tethering",0.00221826670020735,0.0474969664293404
"GO:0050879","multicellular organismal movement",0.00571150247782333,0.0474969664293404
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity",0.00445122960535809,0.0474969664293404
"GO:0001913","T cell mediated cytotoxicity",0.00423105560028758,0.0474969664293404
"GO:0098810","neurotransmitter reuptake",0.00192813933374508,0.0474969664293404
"GO:0032609","type II interferon production",0.00949061730540364,0.0474969664293404
"GO:0032649","regulation of type II interferon production",0.00949061730540364,0.0474969664293404
"GO:0031341","regulation of cell killing",0.00771256592434179,0.0474969664293404
"GO:0007040","lysosome organization",0.0096400727810369,0.0474969664293404
"GO:0080171","lytic vacuole organization",0.0096400727810369,0.0474969664293404
"GO:0043124","negative regulation of canonical NF-kappaB signal transduction",0.00169791660949665,0.0474969664293404
"GO:0015813","L-glutamate transmembrane transport",0.00195637568382084,0.0474969664293404
"GO:0050857","positive regulation of antigen receptor-mediated signaling pathway",0.00413975724335086,0.0474969664293404
"GO:0032729","positive regulation of type II interferon production",0.00652620746829189,0.0474969664293404
"GO:0002711","positive regulation of T cell mediated immunity",0.0054985554442561,0.0474969664293404
"GO:0098712","L-glutamate import across plasma membrane",0.00245663881308442,0.0474969664293404
"GO:0031424","keratinization",0.00651967472808339,0.0474969664293404
"GO:0002637","regulation of immunoglobulin production",0.00697371412316252,0.0474969664293404
"GO:0045104","intermediate filament cytoskeleton organization",0.00420987914583169,0.0474969664293404
"GO:0001910","regulation of leukocyte mediated cytotoxicity",0.00420987914583169,0.0474969664293404
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.00949061730540364,0.0474969664293404
"GO:0002275","myeloid cell activation involved in immune response",0.00517850098573431,0.0474969664293404
"GO:0042102","positive regulation of T cell proliferation",0.0042843883531733,0.0474969664293404
"GO:0002709","regulation of T cell mediated immunity",0.00517850098573431,0.0474969664293404
"GO:0050864","regulation of B cell activation",0.00283036291304865,0.0474969664293404
"GO:0045103","intermediate filament-based process",0.010108636554212,0.0474969664293404
"GO:0031640","killing of cells of another organism",0.00921010831725882,0.0474969664293404
"GO:0141061","disruption of cell in another organism",0.00921010831725882,0.0474969664293404
"GO:0001914","regulation of T cell mediated cytotoxicity",0.00455810551470363,0.0474969664293404
